id|parent_id|d_ats_type_id|rco|cato|name_kz|name_ru|actual
57068|56508|3|0003000000007171|273667000|Успеновка|Успеновка|1
57070|57068|1|0003000000001372|273667100|Успен Селосы|Успеновка|1
57085|57068|1|0003000000001373|273667200|Жаңаталап селосы|Село Жанаталап|1
57112|57068|1|0003000000001374|273667300|Қаракемір|Каракемир|1
57114|51068|5|0003000000008508|274000000|Жаңақала|Жангалинский|1
57120|57114|3|0003000000007172|274033000|Бірлік|Бирликский|1
57122|57120|1|0003000000001375|274033100|Бірлік|Бирлик|1
57174|57120|1|0003000000001376|274033200|Ақбалшық|Акбалшык|1
57275|57120|1|0003000000001377|274033300|Үшкемпір|Ушкемпир|1
57345|57114|3|0003000000007173|274035000|Жаңажол|Жанажолский|1
57347|57345|1|0003000000001378|274035100|Жаңажол|Жанажол|1
57374|57345|1|0003000000001379|274035200|Кіші Айдархан|Киши Айдархан|1
57424|57345|1|0003000000001380|274035500|Теңдік|Тендик|1
57460|57345|1|0003000000001381|274035400|Сарыкөл|Сарыкол|1
57525|57114|3|0003000000007174|274037000|Жаңақазан|Жанаказанский|1
57526|57525|1|0003000000001382|274037100|Жаңақазан|Жанаказан|1
57634|57525|1|0003000000001383|274037300|Балдырған|Балдырган|1
57646|57525|1|0003000000001384|274037400|Жуалыой|Жуалыой|1
57706|57525|1|0003000000001385|274037136|Әйіпсай|Айыпсай|1
57716|57114|3|0003000000007175|274043000|Көпжасар|Копжасарский|1
57717|57716|1|0003000000001386|274043100|Көпжасар|Копжасар|1
57858|57716|1|0003000000001387|274043200|Салтанат|Салтанат|1
57896|57716|1|0003000000001388|274043300|Саралжын|Саралжын|1
57956|57114|3|0003000000007176|274045000|Қызылоба|Кызылобинский|1
57957|57956|1|0003000000001389|274045400|Жангелдң|Жангелди|1
58013|57956|1|0003000000001390|274045100|Қызылоба|Кызылоба|1
58095|57956|1|0003000000001391|274045200|Айтпай|Айтпай|1
58141|57114|3|0003000000007177|274047000|Маштексай|Маштексайский|1
58160|58141|1|0003000000001392|274047400|Мұқыр|Мукыр|1
58255|58141|1|0003000000001393|274047100|Мәстексай|Мастексай|1
58408|57114|3|0003000000007178|274049000|С.Мендешев|С.Мендешевский|1
58411|58408|1|0003000000001394|274049100|Қырқопа|Кыркопа|1
58470|58408|1|0003000000001395|274049300|Еңбек|Еңбек|1
58508|58408|1|0003000000001396|274049200|Балғын|Балгын|1
58532|57114|3|0003000000007179|274053000|Пятимар|Пятимарский|1
58533|58532|1|0003000000001397|274053100|Пятимар|Пятимар|1
58633|58532|1|0003000000001398|274053400|Борық|Борык|1
58674|58532|1|0003000000001399|274053500|Плантация|Плантация|1
58719|58532|1|0003000000001400|274053200|Аққұс|Аккус|1
58761|57114|3|0003000000007180|274030000|Жаңақала|Жангалинский|1
58763|58761|1|0003000000001401|274030100|Жаңақала|Жангала|1
58887|51068|5|0003000000008509|274200000|Жәнібек|Жанибекский|1
58888|58887|3|0003000000008991|274230000|Жәнібек|Жанибекский|1
58891|58888|1|0003000000001402|274230100|Жәнібек|Жанибек|1
58931|58887|3|0003000000007181|274233000|Ақоба|Акобинский|1
58934|58931|1|0003000000001403|274233100|Ақоба|Акоба|1
59051|58887|3|0003000000007182|274235000|Борсы|Борсынский|1
59053|59051|1|0003000000001404|274235100|Борсы|Борсы|1
59095|59051|1|0003000000001405|274235200|Тегісшіл|Тегисшил|1
59109|58887|3|0003000000007183|274237000|Жақсыбай|Жаксыбайский|1
59111|59109|1|0003000000001406|274237100|Жақсыбай|Жаксыбай|1
59165|59109|1|0003000000001407|274237300|Ақадыр|Акадыр|1
59169|58887|3|0003000000007184|274243000|Көйгенкөл|Куйгенкольский|1
59170|59169|1|0003000000001408|274243100|Жасқайрат|Жаскайрат|1
59195|59169|1|0003000000001409|274243200|Қолтабан|Колтабан|1
59217|59169|1|0003000000001410|274243300|Құрсай|Курсай|1
59281|59169|1|0003000000001411|274243400|Өнеге|Онеге|1
59353|58887|3|0003000000007185|274245000|Қамысты|Камыстинский|1
59355|59353|1|0003000000001412|274245100|Қамысты|Камысты|1
59415|58887|3|0003000000007186|274247000|Талов|Таловский|1
59419|59415|1|0003000000001413|274247100|Талов|Таловка|1
59430|59415|1|0003000000001414|274247200|Майтүбек|Майтубек|1
59434|59415|1|0003000000001415|274247102|Аманат|Аманат|1
59437|59415|1|0003000000001416|274247108|Комсомол|Комсомол|1
59440|58887|3|0003000000007187|274249000|Тау|Тауский|1
59443|59440|1|0003000000001417|274249100|Тау|Тау|1
59526|59440|1|0003000000001418|274249200|Жігер|Жигер|1
59538|59440|1|0003000000001419|274249300|И.Жұмаев|им.И.Жумаева|1
59548|58887|3|0003000000007188|274253000|Ұзынкөл|Узункольский|1
59549|59548|1|0003000000001420|274253100|Ұзынкөл|Узункол|1
59644|59548|1|0003000000001421|274253200|Еңбекші|Енбекши|1
59660|51068|5|0003000000008510|274400000|Бәйтерек|Бәйтерек|1
59661|59660|3|0003000000007189|274430000|Переметный|Переметнинский|1
59662|59661|1|0003000000001422|274430100|Переметный|Переметное|1
59766|59661|1|0003000000001423|274430200|Забродино|Забродино|1
59774|59661|1|0003000000001424|274430300|Калининское|Калининское|1
59812|59661|1|0003000000001425|274430400|Болашақ|Болашақ|1
59822|59661|1|0003000000001426|274430500|Поливное|Поливное|1
59828|59661|1|0003000000001427|274430209|Усихино|Усихино|1
59834|59661|1|0003000000001428|274430700|Қаражар|Каражар|1
59842|59660|3|0003000000007190|274431000|Дариян|Дарьинский|1
59843|59842|1|0003000000001429|274431100|Дариян|Дарьинское|1
59923|59842|1|0003000000001430|274431200|Озерное|Озерное|1
59936|59660|3|0003000000007191|274433000|Железнов|Железновский|1
59937|59936|1|0003000000001431|274433100|Железново|Железново|1
59982|59936|1|0003000000001432|274433200|Гремячее|Гремячее|1
59990|59936|1|0003000000001433|274433300|Новенький|Новенький|1
60019|59660|3|0003000000007192|274435000|Зеленый|Зеленовский|1
60020|60019|1|0003000000001434|274435100|Зеленое|Зеленое|1
60062|61137|1|0003000000001435|274479400|Красноармейское|Красноармейское|1
60073|61137|1|0003000000001436|274479600|Спартак|Спартак|1
60078|59660|3|0003000000007194|274439000|Краснов|Красновский|1
60079|60078|1|0003000000001437|274439100|Погодаево|Погодаево|1
60121|60078|1|0003000000001438|274439200|Астафьево|Астафьево|1
60131|60078|1|0003000000001439|274439300|Котельниково|Котельниково|1
60143|60078|1|0003000000001440|274439400|Чапурино|Чапурино|1
60158|59660|3|0003000000007195|274441000|Көшім|Кушумский|1
60159|60158|1|0003000000001441|274441100|Үлкен Шаған|Большой Чаган|1
60227|60158|1|0003000000001442|274441300|Аксу|Ақсу|1
60241|60158|1|0003000000001443|274441400|Колесово|Колесово|1
60258|60158|1|0003000000001444|274441500|Көшім|Кушум|1
60291|60158|1|0003000000001445|274441600|Кіші Шаған|Малый Чаган|1
60314|61067|1|0003000000001446|274475400|Жаңатаң|Жанатан|1
60327|60158|1|0003000000001447|274441700|Өркен|Оркен|1
60336|59660|3|0003000000007196|274443000|Макаров|Макаровский|1
60337|60336|1|0003000000001448|274443100|Макарово|Макарово|1
60347|60336|1|0003000000001449|274443200|Мирное|Мирное|1
60352|60336|1|0003000000001450|274443300|Садовое|Садовое|1
60363|59660|3|0003000000007197|274445000|Мичурин|Мичуринский|1
60376|60363|1|0003000000001451|274445100|Мичуринское|Мичуринское|1
60448|60363|1|0003000000001452|274445300|Жамбыл|Жамбыл|1
60457|60363|1|0003000000001453|274445400|Зеленое|Зеленое|1
60466|60363|1|0003000000001454|274445600|Октябрьское|Октябрьское|1
60502|60363|1|0003000000001455|274445500|Асан|Асан|1
60534|59660|3|0003000000007198|274453000|Раздольное|Раздольненский|1
60535|60534|1|0003000000001456|274453100|Раздольное|Раздольное|1
60543|60534|1|0003000000001457|274453200|Ақбидай|Ақбидай|1
60546|59660|3|0003000000007199|274455000|Белес|Белес|1
60547|60546|1|0003000000001458|274455100|Белес|Белес|1
60602|60546|1|0003000000001459|274455200|Ақжол|Акжол|1
60614|59660|3|0003000000007200|274457000|Рубежин|Рубежинский|1
60616|60614|1|0003000000001460|274457100|Рубежинское|Рубежинское|1
60641|59660|3|0003000000007201|274459000|Егіндібұлақ|Егиндибулакский|1
60642|60641|1|0003000000001461|274459100|Егіндібұлақ|Егиндибулак|1
60653|60641|1|0003000000001462|274459200|Алмалы|Алмалы|1
60657|59660|3|0003000000007202|274461000|Трекин|Трекинский|1
60658|60657|1|0003000000001463|274461100|Трекино|Трекино|1
60719|60657|1|0003000000001464|274461200|Володарское|Володарское|1
60737|60657|1|0003000000001465|274461300|Жайық|Жайык|1
60753|60657|1|0003000000001466|274461400|Новенькое|Новенькое|1
60800|59660|3|0003000000007203|274463000|Достық|Достық|1
60801|60800|1|0003000000001467|274463100|Достық|Достык|1
60920|60336|1|0003000000001468|274443600|Жалын|Жалын|1
60926|59660|3|0003000000007204|274465000|Махамбет|Махамбет|1
60927|60926|1|0003000000001469|274465100|Махамбет|Махамбет|1
60976|60926|1|0003000000001470|274465200|Горбуново|Горбуново|1
60983|60926|1|0003000000001471|274465300|Кожевниково|Кожевниково|1
60989|60926|1|0003000000001472|274465400|Павлово|Павлово|1
60996|59660|3|0003000000007205|274467000|Чеботарев|Чеботаревский|1
60997|60996|1|0003000000001473|274467100|Чеботарево|Чеботарево|1
61009|60996|1|0003000000001474|274467200|Хамино|Хамино|1
61018|59660|3|0003000000007206|274469000|Сұлу Көл|Сұлу Көл|1
61022|61018|1|0003000000001475|274469100|Сұлу Көл|Сұлу Көл|1
61033|59660|3|0003000000007207|274471000|Чиров|Чировский|1
61034|61033|1|0003000000001476|274471100|Чирово|Чирово|1
61042|61033|1|0003000000001477|274471200|Балабаново|Балабаново|1
61050|60800|1|0003000000001478|274463700|Чувашин|Чувашинское|1
61061|60800|1|0003000000001479|274463400|Красный Урал|Красный Урал|1
61067|59660|3|0003000000007209|274475000|Щапов|Щаповский|1
61068|61067|1|0003000000001480|274475100|Щапово|Щапово|1
61089|59660|3|0003000000007210|274477000|Янайкин|Янайкинский|1
61090|61089|1|0003000000001481|274477100|Янайкино|Янайкино|1
61114|61089|1|0003000000001482|274477200|Богатск|Богатск|1
61127|61089|1|0003000000001483|274477300|Скворкино|Скворкино|1
61137|59660|3|0003000000007211|274479000|Январцев|Январцевский|1
61142|61137|1|0003000000001484|274479100|Январцево|Январцево|1
61160|61137|1|0003000000001485|274479200|Кирсаново|Кирсаново|1
61170|61137|1|0003000000001486|274479300|Петрово|Петрово|1
61178|61137|1|0003000000001487|274479500|Чинарево|Чинарево|1
61187|59660|3|0003000000007212|274447000|Шалғай|Шалғайский|1
61198|61187|1|0003000000001488|274447300|Карпово|Карпово|1
61203|61187|1|0003000000001489|274447400|Таловая|Таловая|1
61211|61187|1|0003000000001490|274447100|Шалғай|Шалгай|1
61226|51068|5|0003000000008511|274800000|Казталовка|Казталовский|1
61229|61226|3|0003000000007213|274830000|Казталовка|Казталовский|1
61233|61229|1|0003000000001491|274830200|Бозоба|Бозоба|1
61304|61229|1|0003000000001492|274830300|Қоныс|Коныс|1
61329|61229|1|0003000000001493|274830400|Сексенбаев|Сексенбаев|1
61394|61229|1|0003000000001494|274830100|Казталов|Казталов|1
61519|61226|3|0003000000007214|274833000|Ақпатер|Акпатерский|1
61522|61519|1|0003000000001495|274833100|Ақпатер|Акпатер|1
61595|61519|1|0003000000001496|274833200|Кішіталдықұдық|Кишиталдыкудук|1
61649|61226|3|0003000000007215|274835000|Қайыңды|Кайындинский|1
61653|61649|1|0003000000001498|274835100|Қайыңды|Кайынды|1
61737|61226|3|0003000000007216|274837000|Болашақ|Болашакский|1
61740|61737|1|0003000000001499|274837100|Болашақ|Болашак|1
61845|61737|1|0003000000001500|274837200|Көпкүтір|Копкутир|1
61859|61737|1|0003000000001501|274837300|Жаңатаң|Жанатан|1
61872|61737|1|0003000000001502|274837400|Аққурай|Аккурай|1
61888|61226|3|0003000000007217|274839000|Бостандық|Бостандыкский|1
61889|61888|1|0003000000001503|274839100|Бостандық|Бостандык|1
62024|61888|1|0003000000001504|274839200|Қаракөл|Караколь|1
62037|61226|3|0003000000007218|274841000|Бірік|Бирикский|1
62038|62037|1|0003000000001505|274841100|Әжібай|Ажибай|1
62087|62037|1|0003000000001506|274841200|Қызылту|Кызылту|1
62098|62037|1|0003000000001507|274841300|Саралжын|Саралжын|1
62108|61226|3|0003000000007219|274843000|Жалпақтал|Жалпакталский|1
62109|62108|1|0003000000001508|274843100|Жалпақтал|Жалпактал|1
62150|61226|3|0003000000007220|274845000|Жаңажол|Жанажолский|1
62151|62150|1|0003000000001509|274845100|Жаңажол|Жанажол|1
62175|62150|1|0003000000001510|274845200|Әбіш|Абиш|1
62196|62150|1|0003000000001511|274845300|Көмекші|Комекши|1
62221|62150|1|0003000000001512|274845500|Таңат|Танат|1
62260|61226|3|0003000000007221|274849000|Көктерек|Коктерекский|1
62261|62260|1|0003000000001513|274849500|Сатыбалды|Сатыбалды|1
62264|62260|1|0003000000001514|274849100|Көктерек|Коктерек|1
62292|62260|1|0003000000001515|274849200|Еламан|Еламан|1
62307|62260|1|0003000000001516|274849300|Оразғали|Оразгали|1
62335|62260|1|0003000000001517|274849400|Саралжын|Саралжын|1
62366|61226|3|0003000000007222|274851000|Қараоба|Караобинский|1
62367|62366|1|0003000000001518|274851100|Қараоба|Караоба|1
62441|62366|1|0003000000001519|274851200|Еңбек|Енбек|1
62474|62366|1|0003000000001520|274851300|Қонысбай|Конысбай|1
62495|61226|3|0003000000007223|274853000|Қараөзен|Караузенский|1
62496|62495|1|0003000000001521|274853400|Серік|Серик|1
62534|62495|1|0003000000001523|274853100|Қараөзен|Караузен|1
62550|62495|1|0003000000001524|274853200|Жас|Жас|1
62609|61226|3|0003000000007224|274855000|Қарасу|Карасуский|1
62610|62609|1|0003000000001525|274855100|Қарасу|Карасу|1
62644|62609|1|0003000000001526|274855200|Ащысай|Ашысай|1
62665|62609|1|0003000000001527|274855300|Бостандық|Бостандык|1
62669|62609|1|0003000000001528|274855400|Жұлдыз|Жулдыз|1
62702|61226|3|0003000000007225|274857000|Қошанкөл|Кошанколский|1
62703|62702|1|0003000000001530|274857100|Қошанкөл|Кошанколь|1
62820|62702|1|0003000000001531|274857300|Ордабай|Ордабай|1
62854|61226|3|0003000000007226|274859000|Талдыапан|Талдыапанский|1
62857|62854|1|0003000000001532|274859100|Талдыапан|Талдыапан|1
62888|62854|1|0003000000001533|274859200|Бейістерек|Бейстерек|1
62902|62854|1|0003000000001534|274859300|Қайшақұдық|Кайшакудук|1
62937|62854|1|0003000000001535|274859400|Қособа|Кособа|1
62962|62854|1|0003000000001536|274859500|Сарықұдық|Сарыкудук|1
62971|61226|3|0003000000007227|274863000|Талдықұдық|Талдыкудукский|1
62974|62971|1|0003000000001537|274863100|Талдықұдық|Талдыкудук|1
63011|62971|1|0003000000001540|274863600|Хайрош|Хайрош|1
63022|61226|3|0003000000007228|274865000|Тереңкөл|Теренкульский|1
63023|63022|1|0003000000001541|274865100|Нұрсай|Нурсай|1
63101|63022|1|0003000000001542|274865200|Беспішен|Беспишен|1
63154|63022|1|0003000000001543|274865300|Мереке|Мереке|1
63182|51068|5|0003000000008512|275000000|Қаратөбе|Каратобинский|1
63184|63182|3|0003000000007229|275030000|Қаратөбе|Каратобинский|1
63185|63184|1|0003000000001544|275030100|Қаратөбе|Қаратөбе|1
63224|63182|3|0003000000007230|275033000|Аққозы|Аккозинский|1
63225|63224|1|0003000000001545|275033100|Қоржын|Қоржын|1
63278|63224|1|0003000000001546|275033200|Аққозы|Аққозы|1
63308|63224|1|0003000000001547|275033300|Бесоба|Бесоба|1
63315|63224|1|0003000000001548|275033400|Қосбаз|Косбаз|1
63323|63182|3|0003000000007231|275035000|Егіндікөл|Егиндыкольский|1
63328|63323|1|0003000000001549|275035100|Егіндікөл|Егіндікөл|1
63376|63182|3|0003000000007232|275037000|Жусандыой|Жусандойский|1
63377|63376|1|0003000000001550|275037100|Жусандыой|Жусандой|1
63410|63376|1|0003000000001551|275037200|Ханкөл|Ханкөл|1
63426|63182|3|0003000000007233|275039000|Қаракөл|Каракольский|1
63429|63426|1|0003000000001552|275039100|Ақтай|Актай|1
63453|63426|1|0003000000001553|275039200|Алакөл|Алакөл|1
63459|63426|1|0003000000001554|275039400|Қоскөл|Қоскөл|1
63477|63182|3|0003000000007234|275045000|Қоскөл|Коскольский|1
63479|63477|1|0003000000001555|275045100|Қоскөл|Қоскөл|1
63509|63477|1|0003000000001556|275045200|Шалғын|Шалғын|1
63519|63182|3|0003000000007235|275047000|Саралжың|Саралжынский|1
63525|63519|1|0003000000001557|275047100|Қарақамыс|Қарақамыс|1
63590|63519|1|0003000000001558|275047400|Сәуле|Сауле|1
63604|63182|3|0003000000007236|275049000|Сулыкөл|Сулыкольский|1
63607|63604|1|0003000000001559|275049100|Сулыкөл|Сулыкөл|1
63629|63604|1|0003000000001560|275049300|Темірбек|Темірбек|1
63635|63604|1|0003000000001561|275049400|Төлен|Төлен|1
63642|63604|1|0003000000001562|275049500|Үшана|Үшана|1
63654|63182|3|0003000000007237|275053000|Шөптікөл|Шоптыкольский|1
63656|63654|1|0003000000001563|275053100|Шөптікөл|Шөптікөл|1
63700|63654|1|0003000000001564|275053300|Соналы|Соналы|1
63715|63654|1|0003000000001565|275053400|Үшағаш|Үшағаш|1
63725|51068|5|0003000000008513|275400000|Бөкейордасы|Бокейординский|1
63729|63725|3|0003000000007238|275430000|Сайқын|Сайхинский|1
63730|63729|1|0003000000001566|275430200|Мәмбет|Мамбет|1
63800|63729|1|0003000000001567|275430100|Сайқын|Сайхин|1
63860|63729|1|0003000000001568|275430300|Жәрмеңке|Жарменке|1
63937|63729|1|0003000000001569|275430400|Шонғай|Шонгай|1
64012|63725|3|0003000000007239|275433000|Бисен|Бисенский|1
64017|64012|1|0003000000001570|275433400|Көктерек|Коктерек|1
64115|64012|1|0003000000001571|275433100|Бисен|Бисен|1
64213|64012|1|0003000000001572|275433200|Жетібай|Жетибай|1
64315|64012|1|0003000000001573|275433300|Жиекқұм|Жиеккум|1
64434|63725|3|0003000000007240|275435000|Ұялы|Уялинский|1
64435|64434|1|0003000000001574|275435100|Ұялы|Уялы|1
64561|64434|1|0003000000001575|275435200|Кеңой|Кеной|1
64662|64434|1|0003000000001576|275435132|Науша|Hауша|1
64682|63725|3|0003000000007241|275437000|Темір Масин атындағы|Имени Темира Масина|1
64684|64682|1|0003000000001577|275437100|Бөрлі|Бурли|1
64830|64682|1|0003000000001578|275437300|Тереңқұдық|Теренкудук|1
64917|63725|3|0003000000007242|275439000|Мұратсай|Муратсайский|1
64918|64917|1|0003000000001579|275439100|Мұратсай|Муратсай|1
64936|64917|1|0003000000001580|275439200|Әжен|Ажен|1
64989|64917|1|0003000000001581|275439400|Тайғара|Тайгара|1
65013|63725|3|0003000000007243|275443000|Орда|Урдинский|1
65015|65013|1|0003000000001582|275443100|Хан Ордасы|Хан Ордасы|1
65068|65013|1|0003000000001583|275443300|Қарасу|Карасу|1
65243|65013|1|0003000000001584|275443400|Сейітқали|Сейткали|1
65429|65013|1|0003000000001585|275443500|Үштерек|Уштерек|1
65549|65013|1|0003000000001586|275443417|Макар|Макар|1
65613|63725|3|0003000000007244|275447000|Саралжың|Саралжинский|1
65614|65613|1|0003000000001587|275447100|Саралжың|Саралжын|1
65669|65613|1|0003000000001588|275447200|Бескөл|Бесколь|1
65744|51068|5|0003000000008514|275800000|Сырым|Сырымский|1
65745|65744|3|0003000000007245|275830000|Жымпиты|Жымпитинский|1
65746|65745|1|0003000000001589|275830100|Жымпиты|Жымпитинский|1
65783|65745|1|0003000000001590|275830200|Саралжын|Саралжын|1
65805|65745|1|0003000000001591|275830400|Олеңті|Оленти|1
65856|65744|3|0003000000007246|275833000|Алғабас|Алгабасский|1
65859|65856|1|0003000000001592|275833100|Алғабас|Алгабас|1
65913|65856|1|0003000000001593|275833300|Жаңаөңір|Жанаонир|1
65963|65856|1|0003000000001594|275833500|Сасықкөл|Сасыкколь|1
65979|65744|3|0003000000007247|275835000|Аралтөбе|Аралтобинский|1
65980|65979|1|0003000000001595|275835100|Аралтөбе|Аралтобе|1
66018|65979|1|0003000000001596|275835200|Қызылағаш|Кызылагаш|1
66031|65744|3|0003000000007248|275837000|Бұлан|Буланский|1
66032|66031|1|0003000000001597|275837100|Бұлан|Булан|1
66057|66031|1|0003000000001598|275837200|Жамбыл|Жамбыл|1
66079|65744|3|0003000000007249|275839000|Бұлдырты|Булдуртинский|1
66081|66079|1|0003000000001599|275839100|Бұлдырты|Булдурты|1
66165|66079|1|0003000000001600|275839200|Аққұдық|Аккудук|1
66200|66079|1|0003000000001601|275839300|Жарқамыс|Жаркамыс|1
66213|66079|1|0003000000001602|275839400|Көгеріс|Когерис|1
66226|66079|1|0003000000001603|275839500|Қарақұдық|Каракудук|1
66245|65744|3|0003000000007250|275843000|Елтай|Елтайский|1
66248|66245|1|0003000000001604|275843100|Тасқұдық|Таскудук|1
66280|66245|1|0003000000001605|275843200|Алатау|Алатау|1
66294|65744|3|0003000000007251|275845000|Жетікөл|Жетыкольский|1
66327|66294|1|0003000000001606|275845100|Қосарал|Косарал|1
66342|66294|1|0003000000001607|275845300|Жетікөл|Жетиколь|1
66373|66294|1|0003000000001608|275845200|Ақоба|Акоба|1
66390|66294|1|0003000000001609|275845400|Қарақұдық|Каракудук|1
66396|65744|3|0003000000007252|275847000|Жосалы|Жосалинский|1
66397|66396|1|0003000000001610|275847300|Кеңащы|Кенащы|1
66400|66396|1|0003000000001611|275847200|Былқылдақ|Былкылдак|1
66403|66396|1|0003000000001612|275847100|Қоңыр|Коныр|1
66458|66396|1|0003000000001613|275847400|Тамды|Тамды|1
66478|65744|3|0003000000007253|275853000|Қособа|Кособинский|1
66480|66478|1|0003000000001614|275853100|Қособа|Кособа|1
66528|66478|1|0003000000001615|275853200|Жырақұдық|Жыракудук|1
66583|65744|3|0003000000007254|275855000|Сарыой|Саройский|1
66597|66583|1|0003000000001616|275855100|Шағырлой|Шагырлой|1
66624|66583|1|0003000000001617|275855400|Қызылтаң|Кызылтан|1
66632|66583|1|0003000000001618|275855300|Көздіқара|Коздикара|1
66640|66583|1|0003000000001619|275855200|Жаңақоныс|Жанаконыс|1
66645|65744|3|0003000000007255|275857000|Талдыбұлақ|Талдыбулакский|1
66651|66645|1|0003000000001620|275857100|Талдыбұлақ|Талдыбулак|1
66664|66645|1|0003000000001621|275857400|Қазақстан|Казахстан|1
66671|65744|3|0003000000007256|275859000|Шолақаңқаты|Шолаканкатинский|1
66672|66671|1|0003000000001622|275859100|Тоғанас|Тоганас|1
66716|66671|1|0003000000001623|275859200|Аңқаты|Анкаты|1
66737|66671|1|0003000000001624|275859300|Қарағанды|Караганды|1
66762|66671|1|0003000000001625|275859400|Құспанкөл|Куспанколь|1
66796|66671|1|0003000000001626|275859500|Сегізөй|Сегизуй|1
66807|51068|5|0003000000008515|276000000|Тасқала|Таскалинский|1
66810|66807|3|0003000000008992|276030000|Тасқала|Таскалинский|1
66811|66810|1|0003000000001627|276030100|Тасқала|Таскала|1
66901|66810|1|0003000000008925|276030200|Жігер|Жігер|1
66903|66810|1|0003000000008926|276030300|Бірлік|Бірлік|1
66906|66807|3|0003000000008993|276033000|Ақтау|Актауский|1
66908|66906|1|0003000000001628|276033100|Ақтау|Актау|1
66931|66906|1|0003000000008927|276033200|Ақкүтір|Аккутир|1
66940|66906|1|0003000000008928|276033400|Қызылбас|Кызылбас|1
66946|66906|1|0003000000008929|276033500|Қараой|Қараой|1
66953|66807|3|0003000000008994|276035000|Амангелді|Амангельдинский|1
66954|66953|1|0003000000001629|276035100|Амангелді|Амангельды|1
66994|66807|3|0003000000008995|276037000|Достық|Достыкский|1
66996|66994|1|0003000000001630|276037100|Достық|Достык|1
67022|66994|1|0003000000008930|276037200|Бастау|Бастау|1
67025|67022|37|0003000000008730||Бастау|Бастау|1
67028|66994|1|0003000000008931|276037300|Ынтымақ|Ынтымақ|1
67035|66807|3|0003000000008996|276043000|Қосшы|Косшинский|1
67037|67035|1|0003000000008932|276043400|Кеңжайлау|Кеңжайлау|1
67054|67035|1|0003000000001631|276043100|Оян|Оян|1
67124|66807|3|0003000000008997|276045000|Қазақстан|Казахстанский|1
67127|67124|1|0003000000001632|276045100|Атамекен|Атамекен|1
67163|67124|1|0003000000008933|276045300|Қалмақшабын|Калмакшабын|1
67203|67124|1|0003000000008934|276045400|Алмалы|Алмалы|1
67213|67124|1|0003000000008935|276045500|Қисықсай|Кисыксай|1
67239|66807|3|0003000000008998|276047000|Мереке|Мерекенский|1
67242|67239|1|0003000000001633|276047100|Мереке|Мереке|1
67277|67239|1|0003000000008936|276047500|Қалмақ|Калмак|1
67288|66807|3|0003000000008999|276049000|Мерей|Мерейский|1
67291|67288|1|0003000000001634|276049100|Мерей|Мерей|1
67310|67288|1|0003000000008937|276049200|Аққайнар|Аққайнар|1
67315|67288|1|0003000000008938|276049300|Өркен|Уркен|1
67323|67288|1|0003000000008939|276049400|Айнабұлақ|Айнабұлақ|1
67341|67288|1|0003000000008940|276049600|Тоғайлы|Тоғайлы|1
67358|66807|3|0003000000009000|276053000|Шежін|Чижинский|1
67359|67358|1|0003000000001635|276053100|Шежін 2|Чижа 2|1
67409|67358|1|0003000000008941|276053200|Еменжар|Еменжар|1
67411|67358|1|0003000000008942|276053300|Талдыбұлақ|Талдыбулак|1
67427|51068|5|0003000000008516|276200000|Теректі|Теректинский|1
67429|67427|3|0003000000007257|276230000|Федоров|Федоровский|1
67432|67429|1|0003000000001636|276230100|Федоровка|Федоровка|1
67495|67429|1|0003000000001637|276230300|Тақсай|Таксай|1
67500|67429|1|0003000000001638|276230400|Жайық|Жайык|1
67504|67429|1|0003000000001639|276230500|Қабылтөбе|Кабылтобе|1
67510|67427|3|0003000000007258|276233000|Ақжайық|Акжаикский|1
67511|67510|1|0003000000001640|276233300|Санаторий Ақжайық|Санаторий Акжаик|1
67512|67510|1|0003000000001641|276233200|Абай|Абай|1
67514|67510|1|0003000000001642|276233100|Ақжайық|Акжайык|1
67556|67510|1|0003000000001643|276233500|Сүттігенді|Суттигенды|1
67557|67510|1|0003000000001644|276233600|Талпын|Талпын|1
67560|67510|1|0003000000001645|276233400|Ыждағат|Ыждагат|1
67561|67427|3|0003000000007259|276235000|Ақсоғым|Аксогымский|1
67565|67561|1|0003000000001646|276235100|Ақсоғым|Аксогым|1
67577|67561|1|0003000000001647|276235200|Бозай|Бозай|1
67579|67561|1|0003000000001648|276235300|Табынбай|Табынбай|1
67581|67561|1|0003000000001649|276235400|Үлкен Еңбек|Улкен Енбек|1
67583|67427|3|0003000000007260|276237000|Ақсуат|Аксуатский|1
67584|67583|1|0003000000001650|276237100|Ақсуат|Аксуат|1
67600|67583|1|0003000000001651|276237200|Әйтиев|Айтиево|1
67605|67583|1|0003000000001652|276237300|Магистральный|Магистральный|1
67612|67583|1|0003000000001653|276237400|Пойма|Пойма|1
67628|67427|3|0003000000007261|276239000|Аңқаты|Анкатинский|1
67631|67628|1|0003000000001654|276239100|Аңқаты|Анкаты|1
67646|67628|1|0003000000001655|276239200|Балықцехы|Рыбцех|1
67647|67628|1|0003000000001656|276239300|Ерсары|Ерсары|1
67649|67628|1|0003000000001657|276239400|Қандық|Кандык|1
67651|67628|1|0003000000001658|276239500|Жаңаауыл|Жанаауыл|1
67652|67628|1|0003000000001659|276239600|Сатымшеген|Сатымшеген|1
67653|67628|1|0003000000001660|276239700|Тасаншеген|Тасаншеген|1
67655|67427|3|0003000000007262|276243000|Богданов|Богдановский|1
67657|67655|1|0003000000001661|276243100|Богданов|Богдановка|1
